url,url_length,num_dots,has_https,has_ip,suspicious_words,label
https://57365kk.cc/,19,1,1,0,0,1
https://www.0088.top/,21,2,1,0,0,1
https://6h815.com/,18,1,1,0,0,1
http://6h919.com/,17,1,0,0,0,1
https://a608.cc/,16,1,1,0,0,1
http://3684063365.com/,22,1,0,0,0,1
https://5115vvv5115.com/,24,1,1,0,0,1
https://760.vip/,16,1,1,0,0,1
https://8vip66.cc/,18,1,1,0,0,1
https://orbiter-financlaim.run/,31,1,1,0,0,1
https://551007q.cc/,19,1,1,0,0,1
https://3656240617.cc/,22,1,1,0,0,1
https://burfasaret.com/offers/mc_land_whatsapp_ru_eu_day_547_white_push,71,1,1,0,0,1
https://case-id-1000228256541.colinmoffat.co.uk/,48,3,1,0,0,1
https://termshubmarketminds.vercel.app/get_help,47,2,1,0,0,1
https://credible-claim.sbs/,27,1,1,0,0,1
https://app-feirao-online.xyz/feirao/,37,1,1,0,0,1
https://www.chat-noticias-smp.site/f2/f2.html?gclid=Cj0KCQjwqcO_BhDaAR,70,3,1,0,0,1
https://feiraolimpanome.vip/,28,1,1,0,0,1
https://acordoacertado2025.com/presell/,39,1,1,0,0,1
https://www.pendencias-ativos.fun/,34,2,1,0,0,1
https://home-ledgerlive-desktop-sso-cdn.webflow.io/,51,2,1,0,0,1
https://opdoploipty.weebly.com/,31,2,1,0,0,1
https://accountreviewbigimpact.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,75,2,1,0,0,1
https://accountreviewbigimpact.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA.html,80,3,1,0,0,1
http://email.premieragent.com/c/eJw00L2O2zAMB_CnoTcZFiXrY_CQNtC1Q4EL-gSyQufcSHIgyYd06bMXl9wtBMEfOfB_ngLOfBg7mriWQpoRherepsXzWcyoPfpBDIMWQglOo_GaB-Lad-sURoGGa8mUJWJSG8vmJQg2DsqgNIZbIpDDrVBaqfgL5daHLXVxemvtVkEcAB2gC3EN1_5WWyrXfm2ATlRAV_mg-0rlnUr2ifotxzUT4Ijun49bvqhH_1q2QLXSx0k-_S6A7sfLizmcAN2jWI1GBWGYHWVgEhfNjMGFaTNYzQUqbi2g44DuuBzdn-1eXk9d-svCXtuW2Nk3P4H-BoiPH9YzIII4cIHaKAH4_UsuZdtvX5z3GJ8WSvpFtfoL_fw0yRUXFkf1XEh-jfN2fxog1j1S8jn66PP6MdXHrkxxD484is_heucgh0aRMrV-pu59wv8BAAD__3hwhic,483,2,0,0,0,1
http://email.premieragent.com/c/eJw0z89u3CAQBvCnwTcsGFj-HHxIuyLtoVJWfQI8HjtuMF4BXiWXPnuV3eYyGs1vvsM3DQijFKeOBmm10u6krOheB4OzMXKOWhv0wnk_onc0TzEaJZ0fu3UQk5MoFXFUBriWgDw6lFxErQzNyjphmBbXQttKJS6UW4_71qXhtbVrZeqJQWAQMK341l9r28pbvzYGQVUGoUph-0rlRiXHjfo9pzUTgxOEvzHteTH3_aXsSLXSZyRffhcG4cfzs3u6MAj34S04g8pxf9LINcyWOwczt054KxUY6T2DIBmE83wOf_b38nLptg-OR237xqfY4sDsNwZw77BODICpJ6nAOqMYfP-SpezH9YvzkdLDsGy_qNa40M__pqWRynsjHg9bXNO4vz-MAdQj0RZziinm9fNqz10ZluOjv62IkWnRKFGm1o_U3Qb4FwAA__-LoYSO,480,2,0,0,0,1
http://email.premieragent.com/c/eJw0z8GO2yAQBuCnGd-wYMCADz6kjdj2UGmjPgHgceIuxhGQ1fbSZ6822VxGo_nmP_zzFDEIPnQ0CaOksoOSortMHqUZ4zJjWAY5CL3gaPhMpOeFSy1kt05hoUFHMbMo7cBUkMRGbhTzIXJhglBaBFD8Wmhbqfgz5dbHfevSdGntWkEeAB2gi2mNb_21tq289WsDdLICuiq46SuVdyrZb9TvOa2ZAAd0_3za81nf99eyR6qVPiP59LsAuh8vL_ZwAnT3MRq0OkrLxkFFpnAxzFpcmLF8NEKiFuMI6ASgOy5H92f_KK-nbvvL4q22fWOzb34C8w0Q7x3WGRBBHoREY7UE_P6Uc9lv1yfnW0oPi2X7RbX6M_38MiW0UNwK-3jY_JrC_vEwQKy3RJvPySef18-rOXZlipey1kapn_cQKHkqBIo3SpSp9YG69wn_BwAA__9Lj4jb,488,2,0,0,0,1
http://email.premieragent.com/c/eJw0z71u2zAQwPGnOW0UxCNFUoMGtwbTDgVi9Ako6uQo4YdB0ka69NmDOPFyONwP_-HW2ePCh7GjmWsppBmlkN3L7D1XJPXizIZKKhydR9RKaL9sC5e-22fahEEizcS0bkwqPzGzrQNTwzINkguuxQZyuBSKOxV3ptR6n2MX5pfWLhXEAdACWh92_9Zfaovlrd8boBUV0FY-6L5SuVFJLlKfU9gTAY5o_7uQ01nd9-eSPdVKn0k6_S2A9tfTkzmcAO19TBqN8sKwaZSeSdw0MwY3ps0waS5Q8WkCtBzQHrejfc3v5fnUxX_MX2vLka2uuRn0D0C8_7CvgAjiwAVqowTgz4ecS75eHpyuIXyZL_EP1erO9PvbJFdcDmb8jqPbw5LfvwwQ6zVQdCm44NL-edXHrsyvmcre31zqVyo9hdpADo0CJWr9Qt1txo8AAAD__5lCiAw,487,2,0,0,0,1
http://email.premieragent.com/c/eJw0z8Fu3CAQBuCnGd-wzIANHHzYdkXaQ6Ws-gSAh40bwCuwo_TSZ6-ym1xGo_nmP_zLHNDzYexo5koKqUeUunuZUQ1BRR258EZE7sxEUXoTFkc8TmHs1tkZ77kzginpOZPLwpnnk2RBBxMVocEYQQ63Snml6q5U9j5suUvzy77fGogToAW0Ia3htb-1PdfXft0BrWiAtvFB9Y3qG9XiMvVbSWshwBHtP5e2cp3u-3PdArVGH5Fy-V0B7Y-nJ326ANr7MAr1FIRmZpSBSYyKaY2RKT0YxQVO3BhAywHtOZ7tn-29Pl-6_JeFo-1bZovb3QzqGyDeO6wLIII4cYFKTwLw-5dc63bcvrgcKT0s1PyLWnNX-vlpkk9cGDnIx0N2a_Lb-8MAsR2JsivJJVfWj6s6d3WmnF05KPUL-ZVADjslKrT3nrq3Gf8HAAD__-45h6U,483,2,0,0,0,1
http://email.premieragent.com/c/eJw0z8GO2yAQBuCnGd-wYMCADz6kjdj2UGmjPgHG4ywN4AicaHvps1eb7F5Go_nmP_zLFHAWfOhoEkZJZYfBDN3bxDFYo4NeUKiFjyhWHmY9arugGQaPXZyMx5kEN2xEqZkymjM7e8XkSpz7RZBZEBS_VsqRqj9T2fuw5S5Nb_t-bSAPgA7QhRTDpb-2PddLH3dAJxuga4KbvlG9Uy0-U7-VFAsBDuj--bSVs37sr3UL1Bp9RMrpdwV0P15e7OEE6B5jNGh1kJaNgwpM4WqYtbgyY_lohEQtxhHQCUB3XI_uz_ZeX09d_svCre1bZovf_QTmGyA-OsQFEEEehERjtQT8_iXnut2uX1xuKT0t1PyLWvNn-vlpSmihEIfx-ZB9TPP2_jRAbLdE2Zfkky_x42qOXZ3u8R59ob767OlCtYHiOyUqtPczdfcJ_wcAAP__tmmHOw,486,2,0,0,0,1
http://email.premieragent.com/c/eJw00MGO2yAQBuCnGd-wYCAGDj6kjdj2UGmjPgHG48RdwBHg1fbSZ6-S7F5Go_nmP8zMY8BJ8ENHo9BKKnNAIbrrKGdjPccDV0iDCmbWxttZkw7GhkC6W0fyIcxWEVsE90wZMTHvObJFiGkwJtzzoPitUFqp-Avl1octdXG8tnarII-ADtCFuIa3_lZbKm_92gCdrICuCq77SuWdSvaJ-i3HNRPgAd0_H7d8GR79a9kC1Ur3SD7_LoDux8uLOZ4B3aNYjWYI0jB7UIEpXDQzBhemDbdaSByEtYBOALrTcnJ_to_yeu7SXxb22rbEZt_8CPobID5uWGdABHkUErUZJOD3L7mUbb99cd5jfFoo6RfV6i_089OUGIQ0FsVzIfk1TtvH0wCx7pGSz9FHn9f7VJ-6Mt7f0M_XPdYGijeKlKn1E3XvI_4PAAD__55qhh8,479,2,0,0,0,1
http://email.premieragent.com/c/eJw0z8GO2yAQBuCnGd-wYMAGDj6kjdj2UGmjPgHgSdYNxhHgdHvps1ebdC-j0XzzH_55ihgEHzqahFZSmQEl796mWSqrg42aaxMGbkOMXMyjoDEM2nPfLdMcNOeoLOOjCUwFI5jRg2E8SiXVGb0eLCh-K7QuVPyFcuvjtnZpemvtVkEeAB2gi2mJ1_5W21qu_dIAnayArgqu-0rlTiX7lfotpyUT4IDur09bvoyP_bVskWqlj0g-_SyA7tvLizmcAN1jWI1mjNIwO6jIFJ41MwbPTBtutZA4CmsBnQB0x_PR_drey-upW_-wuNe2rWz2zU-gvwDio8MyAyLIg5CozSgBv37KpWz77ZPzntLTYll_UK3-Qt__mxKjkFZo83xY_ZLC9v40QKx7otXn5JPPy8dVH7sy3X2eKYey__aUqS_LFRRvlChT6wN19wn_BQAA__8Yl4eE,488,2,0,0,0,1
http://email.premieragent.com/c/eJw00MGO2yAQBuCnGd-wzAAGH3xIG7HtodJGfQKMx1m6gCMg0fbSZ6-S7F5Go_lmDvOvs8eFD6qjmWsppFE4Dt3b7PmmBnKIYli1MCMX0yiVXJSeNNfcdGFWmzBISrFB0cokLZ4ZNI5ti3PjKgyXkwE5XAqlQMWdKbfe76mL81trlwriAGgBrY_Bv_eX2lJ570MDtKIC2soH3VcqNyrZJer3HEMmQIX2n4t7Po-P_rXsnmql-0k-_S6A9sfLizmcAO2jTBrN6IVhk5KeSdw0MwY3ps0waS5w5NMEaDmgPW5H-2f_KK-nLv1l_lrbntjqmptBfwPExw9hBUQQBy5Qm1EAfv-Sc9mvly_O1xif5kv6RbW6M_38NMnveSptngvJhbjsH08DxHqNlFyOLroc7lN97Mocztl56m8uU6zR5ZUKyKFRpEytX6i7zfg_AAD__5iuh-Q,487,2,0,0,0,1
http://email.premieragent.com/c/eJw0z8Fu4yAQgOGnGd-wzAAGH3zIbkR3Dys12icAPKTeYhwBidrLPnvVtLmMRvPpP8wyB_R8UB3NXEshjcJh7F7mOBgexygUBRH1GOTAoxGTEMZw4yferXOUYVHOKzZ5WpicUDEfx4Upp7xYnDEUJcjhUmhbqbgz5daHfevS_NLapYI4AFpAG9IaXvtLbVt57dcGaEUFtJUPuq9UblSy26jfc1ozASq0_13a83m8789lD1QrfSb59LcA2l9PT-ZwArT3MWk0YxCGTUoGJjFqZgxGps0waS5w5NMEaDmgPcaj_be_ledTt72zcK1t39jimptB_wDE-w_rAoggDlygNqMA_PmQc9mvlwfna0pfFsr2h2p1Z_r9bZKPXBijvuPNrcnvb18GiPWaaHM5ueTy-nnVx67MC3n_fltuIIdGiTK13lN3m_EjAAD__-NxhP8,479,2,0,0,0,1
http://email.premieragent.com/c/eJw0z89uGyEQBvCnmb2xgoHlz2EPbi3SHirF6hOw7NjZBlgLcJRe-uxV7OQyGs1vvsO3zhEXwaeBZmGUVHZCqYaXmVuyFiVHpSe9kFqtokjarjrGyJ0btlka4kGahSkKyJS2xBaOgjmDZBdcA1cKFL9WyhvVcKHSx7jnIc0vvV8byAOgB_QxbfF1vLae6-u4dUAvG6BvgpuxUX2jWkKmcS9pKwQ4of8X0l4u-r4_1z1Sa_QRKaffFdD_eHqyhxOgvw9n0OooLXOTikzh2TBr8cyM5c4IiVo4B-gFoD-ej_7P_l6fT0P-y-Kt9T2zNfQwg_kGiPcO2wqIIA9CorFaAn7_kkvdb9cvLreUHhZr_kWthQv9_DQltJAO0T0ectjSsr8_DBDbLVEOJYUUyvZxNcehzmnrPdG4gOKdEhXq40LD24z_AwAA__-j9oPu,476,2,0,0,0,1
https://blockactionadcrafts.vercel.app/get_help,47,2,1,0,0,1
http://dpd.com-ne.xyz/de/index.html,35,3,0,0,0,1
https://copyrightclaimactionbuzzlogic.vercel.app/get_help,57,2,1,0,0,1
http://grn-tsmonss.sbs/,23,1,0,0,0,1
https://05t-78tyughbesdf6t87y98uiesfdyghj.vercel.app/id/1000812953458999.html/,78,3,1,0,0,1
https://verfied-facebook.blogspot.com/?m=1/,43,2,1,0,0,1
http://geminiy-logini.webflow.io/,33,2,0,0,1,1
http://occasion-agripro-pro-56455345.com/,41,1,0,0,0,1
https://commonwealthgame2010.com/,33,1,1,0,0,1
http://hikedomatthtml.weebly.com/,33,2,0,0,0,1
https://rotepog.pages.dev/,26,2,1,0,0,1
https://securepage.cloud/8feff6336xffda4d35n9921356ej4d8f50c3.html,66,2,1,0,1,1
https://btzzzzzz.weebly.com/,28,2,1,0,0,1
https://goldminingexpresstracking.live/shop/money-orders.html,61,2,1,0,0,1
https://goldminingexpresstracking.live/manage/po-boxes.html,59,2,1,0,0,1
https://goldminingexpresstracking.live/business/promotions-incentives.html,74,2,1,0,0,1
https://goldminingexpresstracking.live/globals/site-index.html,62,2,1,0,0,1
https://goldminingexpresstracking.live/taxes/index.html,55,2,1,0,0,1
https://goldminingexpresstracking.live/help/claims.html,55,2,1,0,0,1
